state,keyword,candidate_title,candidate_url,extracted_title,identifier,status,is_real_legal_source,matches_keyword,match_reason,match_terms,review_candidate,review_terms,error
AR,community land trust,14,https://arkleg.state.ar.us/Bills/ViewBills?start=260&type=SB&sort=MeasureNo&by=desc&ddBienniumSession=2025%2F2025R#SearchResults,,,,False,False,,,False,,name 'title' is not defined
AR,community land trust,15,https://arkleg.state.ar.us/Bills/ViewBills?start=280&type=SB&sort=MeasureNo&by=desc&ddBienniumSession=2025%2F2025R#SearchResults,,,,False,False,,,False,,name 'title' is not defined
AR,community land trust,16,https://arkleg.state.ar.us/Bills/ViewBills?start=300&type=SB&sort=MeasureNo&by=desc&ddBienniumSession=2025%2F2025R#SearchResults,,,,False,False,,,False,,name 'title' is not defined
AR,community land trust,17,https://arkleg.state.ar.us/Bills/ViewBills?start=320&type=SB&sort=MeasureNo&by=desc&ddBienniumSession=2025%2F2025R#SearchResults,,,,False,False,,,False,,name 'title' is not defined
AR,community land trust,18,https://arkleg.state.ar.us/Bills/ViewBills?start=340&type=SB&sort=MeasureNo&by=desc&ddBienniumSession=2025%2F2025R#SearchResults,,,,False,False,,,False,,name 'title' is not defined
AR,community land trust,19,https://arkleg.state.ar.us/Bills/ViewBills?start=360&type=SB&sort=MeasureNo&by=desc&ddBienniumSession=2025%2F2025R#SearchResults,,,,False,False,,,False,,name 'title' is not defined
AR,community land trust,20,https://arkleg.state.ar.us/Bills/ViewBills?start=380&type=SB&sort=MeasureNo&by=desc&ddBienniumSession=2025%2F2025R#SearchResults,,,,False,False,,,False,,name 'title' is not defined
AR,community land trust,21,https://arkleg.state.ar.us/Bills/ViewBills?start=400&type=SB&sort=MeasureNo&by=desc&ddBienniumSession=2025%2F2025R#SearchResults,,,,False,False,,,False,,name 'title' is not defined
AR,community land trust,22,https://arkleg.state.ar.us/Bills/ViewBills?start=420&type=SB&sort=MeasureNo&by=desc&ddBienniumSession=2025%2F2025R#SearchResults,,,,False,False,,,False,,name 'title' is not defined
AR,community land trust,23,https://arkleg.state.ar.us/Bills/ViewBills?start=440&type=SB&sort=MeasureNo&by=desc&ddBienniumSession=2025%2F2025R#SearchResults,,,,False,False,,,False,,name 'title' is not defined
AR,community land trust,24,https://arkleg.state.ar.us/Bills/ViewBills?start=460&type=SB&sort=MeasureNo&by=desc&ddBienniumSession=2025%2F2025R#SearchResults,,,,False,False,,,False,,name 'title' is not defined
AR,community land trust,25,https://arkleg.state.ar.us/Bills/ViewBills?start=480&type=SB&sort=MeasureNo&by=desc&ddBienniumSession=2025%2F2025R#SearchResults,,,,False,False,,,False,,name 'title' is not defined
AR,community land trust,26,https://arkleg.state.ar.us/Bills/ViewBills?start=500&type=SB&sort=MeasureNo&by=desc&ddBienniumSession=2025%2F2025R#SearchResults,,,,False,False,,,False,,name 'title' is not defined
AR,community land trust,27,https://arkleg.state.ar.us/Bills/ViewBills?start=520&type=SB&sort=MeasureNo&by=desc&ddBienniumSession=2025%2F2025R#SearchResults,,,,False,False,,,False,,name 'title' is not defined
AR,community land trust,28,https://arkleg.state.ar.us/Bills/ViewBills?start=540&type=SB&sort=MeasureNo&by=desc&ddBienniumSession=2025%2F2025R#SearchResults,,,,False,False,,,False,,name 'title' is not defined
AR,community land trust,29,https://arkleg.state.ar.us/Bills/ViewBills?start=560&type=SB&sort=MeasureNo&by=desc&ddBienniumSession=2025%2F2025R#SearchResults,,,,False,False,,,False,,name 'title' is not defined
AR,community land trust,30,https://arkleg.state.ar.us/Bills/ViewBills?start=580&type=SB&sort=MeasureNo&by=desc&ddBienniumSession=2025%2F2025R#SearchResults,,,,False,False,,,False,,name 'title' is not defined
AR,community land trust,›,https://arkleg.state.ar.us/Bills/ViewBills?start=600&type=SB&sort=MeasureNo&by=desc&ddBienniumSession=2025%2F2025R#SearchResults,,,,False,False,,,False,,name 'title' is not defined
AR,community land trust,»,https://arkleg.state.ar.us/Bills/ViewBills?start=640&type=SB&sort=MeasureNo&by=desc&ddBienniumSession=2025%2F2025R#SearchResults,,,,False,False,,,False,,name 'title' is not defined
AR,community land trust,Arkansas Code,https://arkleg.state.ar.us/Bills/ViewBills?by=desc&ddBienniumSession=2025/2025R&sort=MeasureNo&type=SB,,,,False,False,,,False,,name 'title' is not defined
AR,community land trust,Arkansas Law portal,https://arkleg.state.ar.us/ArkansasLaw,,,,False,False,,,False,,name 'title' is not defined
AR,community land trust,Act 365 of 2023,https://arkleg.state.ar.us/Home/FTPDocument?path=%2FACTS%2F2023R%2FPublic%2FACT365.pdf,,,,False,False,,,False,,name 'title' is not defined
AR,community land trust,Act creating Arkansas Housing Trust Fund,https://arkleg.state.ar.us/Home/FTPDocument?path=%2FACTS%2F2009%2FPublic%2F661.pdf,,,,False,False,,,False,,name 'title' is not defined
